kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spreads_book,totals_book,h2h_book
2026-01-25 15:00:00-05:00,New England Patriots,Denver Broncos,-5.5,-113,5.5,-107,42.5,-107,-113,-230,188,DraftKings,DraftKings,DraftKings
2026-01-25 18:30:00-05:00,Los Angeles Rams,Seattle Seahawks,2.5,-105,-2.5,-115,47.5,-110,-110,118,-140,DraftKings,DraftKings,DraftKings
