kickoff_et,away,home,away_score,home_score,actual_margin,home_spread,away_spread,home_ats_margin,home_ats_result,away_ats_result,total,actual_total,over_under
2025-10-19 20:22:59-04:00,Atlanta Falcons,San Francisco 49ers,10,20,10,-2.5,2.5,7.5,W,L,47.5,30,Under
2025-10-20 19:02:52-04:00,Tampa Bay Buccaneers,Detroit Lions,9,24,15,-5.5,5.5,9.5,W,L,52.5,33,Under
2025-10-20 22:05:25-04:00,Houston Texans,Seattle Seahawks,19,27,8,-3.0,3.0,5.0,W,L,41.5,46,Over
