kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spreads_book,totals_book,h2h_book
2025-11-06 20:15:00-05:00,Las Vegas Raiders,Denver Broncos,9.5,-110,-9.5,-110,42.5,-105,-115,370,-485,DraftKings,DraftKings,DraftKings
2025-11-09 09:30:00-05:00,Atlanta Falcons,Indianapolis Colts,6.0,-112,-6.0,-108,48.5,-110,-110,225,-278,DraftKings,DraftKings,DraftKings
2025-11-09 13:00:00-05:00,Baltimore Ravens,Minnesota Vikings,-3.5,-110,3.5,-110,48.5,-110,-110,-198,164,DraftKings,DraftKings,DraftKings
2025-11-09 13:00:00-05:00,Buffalo Bills,Miami Dolphins,-9.5,-110,9.5,-110,50.5,-105,-115,-470,360,DraftKings,DraftKings,DraftKings
2025-11-09 13:00:00-05:00,New Orleans Saints,Carolina Panthers,5.5,-112,-5.5,-108,39.5,-120,100,195,-238,DraftKings,DraftKings,DraftKings
2025-11-09 13:00:00-05:00,New York Giants,Chicago Bears,3.5,-110,-3.5,-110,48.5,-110,-110,154,-185,DraftKings,DraftKings,DraftKings
2025-11-09 13:00:00-05:00,Cleveland Browns,New York Jets,1.5,-105,-1.5,-115,36.5,-120,100,110,-130,DraftKings,DraftKings,DraftKings
2025-11-09 13:00:00-05:00,Jacksonville Jaguars,Houston Texans,1.5,-112,-1.5,-108,37.5,-112,-108,105,-125,DraftKings,DraftKings,DraftKings
2025-11-09 13:00:00-05:00,New England Patriots,Tampa Bay Buccaneers,2.5,-105,-2.5,-115,48.5,-110,-110,120,-142,DraftKings,DraftKings,DraftKings
2025-11-09 16:05:00-05:00,Arizona Cardinals,Seattle Seahawks,6.5,-110,-6.5,-110,45.5,-110,-110,245,-305,DraftKings,DraftKings,DraftKings
2025-11-09 16:25:00-05:00,Detroit Lions,Washington Commanders,-8.5,-110,8.5,-110,49.5,-110,-110,-520,390,DraftKings,DraftKings,DraftKings
2025-11-09 16:25:00-05:00,Los Angeles Rams,San Francisco 49ers,-3.5,-105,3.5,-115,49.5,-110,-110,-192,160,DraftKings,DraftKings,DraftKings
2025-11-09 20:20:00-05:00,Pittsburgh Steelers,Los Angeles Chargers,3.0,-112,-3.0,-108,45.5,-105,-115,136,-162,DraftKings,DraftKings,DraftKings
2025-11-10 20:15:00-05:00,Philadelphia Eagles,Green Bay Packers,2.5,-110,-2.5,-110,45.5,-108,-112,114,-135,DraftKings,DraftKings,DraftKings
