kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spreads_book,totals_book,h2h_book
2025-10-09 20:15:00-04:00,Philadelphia Eagles,New York Giants,-7.0,-120,7.0,100,40.5,-115,-105,-395,310,DraftKings,DraftKings,DraftKings
2025-10-12 09:30:00-04:00,Denver Broncos,New York Jets,-7.5,-105,7.5,-115,43.5,-115,-105,-410,320,DraftKings,DraftKings,DraftKings
2025-10-12 13:00:00-04:00,Seattle Seahawks,Jacksonville Jaguars,-1.5,105,1.5,-125,47.5,-110,-110,-108,-112,DraftKings,DraftKings,DraftKings
2025-10-12 13:00:00-04:00,New England Patriots,New Orleans Saints,-3.5,-110,3.5,-110,45.5,-118,-102,-218,180,DraftKings,DraftKings,DraftKings
2025-10-12 13:01:00-04:00,Arizona Cardinals,Indianapolis Colts,7.5,-112,-7.5,-108,46.5,-110,-110,295,-375,DraftKings,DraftKings,DraftKings
2025-10-12 13:01:00-04:00,Los Angeles Rams,Baltimore Ravens,-7.5,-105,7.5,-115,44.5,-110,-110,-380,300,DraftKings,DraftKings,DraftKings
2025-10-12 13:01:00-04:00,Dallas Cowboys,Carolina Panthers,-3.0,-120,3.0,100,49.5,-112,-108,-175,145,DraftKings,DraftKings,DraftKings
2025-10-12 13:01:00-04:00,Cleveland Browns,Pittsburgh Steelers,5.5,-110,-5.5,-110,37.5,-115,-105,215,-265,DraftKings,DraftKings,DraftKings
2025-10-12 13:01:00-04:00,Los Angeles Chargers,Miami Dolphins,-4.5,-108,4.5,-112,44.5,-102,-118,-218,180,DraftKings,DraftKings,DraftKings
2025-10-12 16:06:00-04:00,Tennessee Titans,Las Vegas Raiders,4.5,-110,-4.5,-110,41.5,-112,-108,185,-225,DraftKings,DraftKings,DraftKings
2025-10-12 16:26:00-04:00,Cincinnati Bengals,Green Bay Packers,14.0,-105,-14.0,-115,44.5,-110,-110,675,-1050,DraftKings,DraftKings,DraftKings
2025-10-12 16:26:00-04:00,San Francisco 49ers,Tampa Bay Buccaneers,3.0,100,-3.0,-120,47.5,-110,-110,136,-162,DraftKings,DraftKings,DraftKings
2025-10-12 20:20:00-04:00,Detroit Lions,Kansas City Chiefs,2.5,-110,-2.5,-110,52.5,-110,-110,114,-135,DraftKings,DraftKings,DraftKings
2025-10-13 19:15:00-04:00,Buffalo Bills,Atlanta Falcons,-4.5,-115,4.5,-105,49.5,-118,-102,-225,185,DraftKings,DraftKings,DraftKings
2025-10-13 20:16:00-04:00,Chicago Bears,Washington Commanders,4.5,-105,-4.5,-115,49.5,-118,-102,185,-225,DraftKings,DraftKings,DraftKings
