kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spreads_book,totals_book,h2h_book
2025-10-30 20:15:00-04:00,Baltimore Ravens,Miami Dolphins,-7.5,-112,7.5,-108,51.5,-110,-110,-440,340,DraftKings,DraftKings,DraftKings
2025-11-02 13:00:00-05:00,Atlanta Falcons,New England Patriots,6.0,-110,-6.0,-110,44.5,-120,100,230,-285,DraftKings,DraftKings,DraftKings
2025-11-02 13:00:00-05:00,Carolina Panthers,Green Bay Packers,12.5,-105,-12.5,-115,44.5,-108,-112,625,-950,DraftKings,DraftKings,DraftKings
2025-11-02 13:00:00-05:00,Chicago Bears,Cincinnati Bengals,-2.5,-110,2.5,-110,52.5,-110,-110,-148,124,DraftKings,DraftKings,DraftKings
2025-11-02 13:00:00-05:00,Denver Broncos,Houston Texans,1.5,-110,-1.5,-110,39.5,-115,-105,105,-125,DraftKings,DraftKings,DraftKings
2025-11-02 13:00:00-05:00,Minnesota Vikings,Detroit Lions,8.5,-110,-8.5,-110,48.5,-105,-115,360,-470,DraftKings,DraftKings,DraftKings
2025-11-02 13:00:00-05:00,Indianapolis Colts,Pittsburgh Steelers,-3.0,-115,3.0,-105,50.5,-110,-110,-170,142,DraftKings,DraftKings,DraftKings
2025-11-02 13:00:00-05:00,Los Angeles Chargers,Tennessee Titans,-9.5,-115,9.5,-105,43.5,-108,-112,-520,390,DraftKings,DraftKings,DraftKings
2025-11-02 13:00:00-05:00,San Francisco 49ers,New York Giants,-2.5,-120,2.5,100,48.5,-105,-115,-155,130,DraftKings,DraftKings,DraftKings
2025-11-02 16:05:00-05:00,Jacksonville Jaguars,Las Vegas Raiders,-3.0,-118,3.0,-102,45.5,-108,-112,-175,145,DraftKings,DraftKings,DraftKings
2025-11-02 16:05:00-05:00,New Orleans Saints,Los Angeles Rams,14.0,-115,-14.0,-105,43.5,-115,-105,600,-900,DraftKings,DraftKings,DraftKings
2025-11-02 16:25:00-05:00,Kansas City Chiefs,Buffalo Bills,-2.5,-105,2.5,-115,52.5,-108,-112,-130,110,DraftKings,DraftKings,DraftKings
2025-11-02 20:20:00-05:00,Seattle Seahawks,Washington Commanders,-3.0,-115,3.0,-105,47.5,-105,-115,-170,142,DraftKings,DraftKings,DraftKings
2025-11-03 20:15:00-05:00,Arizona Cardinals,Dallas Cowboys,2.5,-102,-2.5,-118,54.5,-110,-110,124,-148,DraftKings,DraftKings,DraftKings
