kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spread_h1_away,spread_h1_away_price,spread_h1_home,spread_h1_home_price,total_h1,over_h1_price,under_h1_price,spreads_book,totals_book,h2h_book
2026-02-08 18:30:00-05:00,Seattle Seahawks,New England Patriots,-4.5,-112,4.5,-108,45.5,-110,-110,-230,190,-2.5,-125,2.5,105,21.5,-112,-108,DraftKings,DraftKings,DraftKings
