kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spreads_book,totals_book,h2h_book
2025-10-02 20:16:00-04:00,San Francisco 49ers,Los Angeles Rams,8.5,-110,-8.5,-110,44.5,-108,-112,380,-500,DraftKings,DraftKings,DraftKings
2025-10-05 09:31:00-04:00,Minnesota Vikings,Cleveland Browns,-4.5,-105,4.5,-115,36.5,100,-120,-218,180,DraftKings,DraftKings,DraftKings
2025-10-05 13:01:00-04:00,Houston Texans,Baltimore Ravens,-1.5,-112,1.5,-108,40.5,-110,-110,-125,105,DraftKings,DraftKings,DraftKings
2025-10-05 13:01:00-04:00,Miami Dolphins,Carolina Panthers,-1.5,-105,1.5,-115,45.5,-102,-118,-120,100,DraftKings,DraftKings,DraftKings
2025-10-05 13:01:00-04:00,Dallas Cowboys,New York Jets,-2.5,-112,2.5,-108,47.5,-115,-105,-142,120,DraftKings,DraftKings,DraftKings
2025-10-05 13:01:00-04:00,Denver Broncos,Philadelphia Eagles,3.5,-105,-3.5,-115,43.5,-108,-112,164,-198,DraftKings,DraftKings,DraftKings
2025-10-05 13:01:00-04:00,Las Vegas Raiders,Indianapolis Colts,6.5,-105,-6.5,-115,47.5,-115,-105,250,-310,DraftKings,DraftKings,DraftKings
2025-10-05 13:01:00-04:00,New York Giants,New Orleans Saints,1.5,-112,-1.5,-108,42.5,-105,-115,102,-122,DraftKings,DraftKings,DraftKings
2025-10-05 16:06:00-04:00,Tennessee Titans,Arizona Cardinals,7.5,-112,-7.5,-108,42.5,-110,-110,310,-395,DraftKings,DraftKings,DraftKings
2025-10-05 16:06:00-04:00,Tampa Bay Buccaneers,Seattle Seahawks,3.5,-120,-3.5,100,44.5,-112,-108,154,-185,DraftKings,DraftKings,DraftKings
2025-10-05 16:26:00-04:00,Detroit Lions,Cincinnati Bengals,-10.5,-105,10.5,-115,49.5,-112,-108,-550,410,DraftKings,DraftKings,DraftKings
2025-10-05 16:26:00-04:00,Washington Commanders,Los Angeles Chargers,2.5,-105,-2.5,-115,47.5,-115,-105,130,-155,DraftKings,DraftKings,DraftKings
2025-10-05 20:21:00-04:00,New England Patriots,Buffalo Bills,8.5,-115,-8.5,-105,49.5,-112,-108,330,-425,DraftKings,DraftKings,DraftKings
2025-10-06 20:16:00-04:00,Kansas City Chiefs,Jacksonville Jaguars,-3.5,-108,3.5,-112,46.5,-110,-110,-175,145,DraftKings,DraftKings,DraftKings
