kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spreads_book,totals_book,h2h_book
2025-12-04 20:15:00-05:00,Dallas Cowboys,Detroit Lions,3.5,-110,-3.5,-110,55.5,-110,-110,160,-192,DraftKings,DraftKings,DraftKings
2025-12-07 13:00:00-05:00,Seattle Seahawks,Atlanta Falcons,-7.0,-105,7.0,-115,44.5,-112,-108,-355,280,DraftKings,DraftKings,DraftKings
2025-12-07 13:00:00-05:00,Pittsburgh Steelers,Baltimore Ravens,5.5,-105,-5.5,-115,42.5,-112,-108,210,-258,DraftKings,DraftKings,DraftKings
2025-12-07 13:00:00-05:00,Cincinnati Bengals,Buffalo Bills,5.5,100,-5.5,-120,53.5,-112,-108,220,-270,DraftKings,DraftKings,DraftKings
2025-12-07 13:00:00-05:00,Tennessee Titans,Cleveland Browns,4.5,-115,-4.5,-105,33.5,-115,-105,180,-218,DraftKings,DraftKings,DraftKings
2025-12-07 13:00:00-05:00,Indianapolis Colts,Jacksonville Jaguars,-1.5,-112,1.5,-108,47.5,-115,-105,-130,110,DraftKings,DraftKings,DraftKings
2025-12-07 13:00:00-05:00,Miami Dolphins,New York Jets,-2.5,-120,2.5,100,41.5,-110,-110,-155,130,DraftKings,DraftKings,DraftKings
2025-12-07 13:00:00-05:00,Washington Commanders,Minnesota Vikings,1.5,-105,-1.5,-115,42.5,-112,-108,110,-130,DraftKings,DraftKings,DraftKings
2025-12-07 13:00:00-05:00,New Orleans Saints,Tampa Bay Buccaneers,8.5,-112,-8.5,-108,41.5,-110,-110,330,-425,DraftKings,DraftKings,DraftKings
2025-12-07 16:05:00-05:00,Denver Broncos,Las Vegas Raiders,-7.5,-108,7.5,-112,40.5,102,-122,-410,320,DraftKings,DraftKings,DraftKings
2025-12-07 16:25:00-05:00,Los Angeles Rams,Arizona Cardinals,-8.5,-105,8.5,-115,47.5,-110,-110,-455,350,DraftKings,DraftKings,DraftKings
2025-12-07 16:25:00-05:00,Chicago Bears,Green Bay Packers,6.5,-105,-6.5,-115,44.5,-110,-110,270,-340,DraftKings,DraftKings,DraftKings
2025-12-07 20:20:00-05:00,Houston Texans,Kansas City Chiefs,3.5,-115,-3.5,-105,41.5,-115,-105,150,-180,DraftKings,DraftKings,DraftKings
2025-12-08 20:15:00-05:00,Philadelphia Eagles,Los Angeles Chargers,-2.5,-115,2.5,-105,41.5,-108,-112,-148,124,DraftKings,DraftKings,DraftKings
