kickoff_et,away,home,spread_away,spread_away_price,spread_home,spread_home_price,total,over_price,under_price,ml_away,ml_home,spreads_book,totals_book,h2h_book
2025-12-18 20:15:00-05:00,Los Angeles Rams,Seattle Seahawks,1.5,-112,-1.5,-108,42.5,-112,-108,102,-122,DraftKings,DraftKings,DraftKings
2025-12-20 17:00:00-05:00,Philadelphia Eagles,Washington Commanders,-6.5,-110,6.5,-110,44.5,-105,-115,-310,250,DraftKings,DraftKings,DraftKings
2025-12-20 20:20:00-05:00,Green Bay Packers,Chicago Bears,1.5,-122,-1.5,102,46.5,-115,-105,-110,-110,DraftKings,DraftKings,DraftKings
2025-12-21 13:00:00-05:00,Buffalo Bills,Cleveland Browns,-10.5,-105,10.5,-115,41.5,-112,-108,-675,490,DraftKings,DraftKings,DraftKings
2025-12-21 13:00:00-05:00,Tampa Bay Buccaneers,Carolina Panthers,-3.0,-108,3.0,-112,45.5,-110,-110,-155,130,DraftKings,DraftKings,DraftKings
2025-12-21 13:00:00-05:00,Cincinnati Bengals,Miami Dolphins,-4.5,-102,4.5,-118,47.5,-110,-110,-205,170,DraftKings,DraftKings,DraftKings
2025-12-21 13:00:00-05:00,Los Angeles Chargers,Dallas Cowboys,2.5,-112,-2.5,-108,49.5,-112,-108,110,-130,DraftKings,DraftKings,DraftKings
2025-12-21 13:00:00-05:00,Kansas City Chiefs,Tennessee Titans,-3.0,-115,3.0,-105,37.5,-110,-110,-175,145,DraftKings,DraftKings,DraftKings
2025-12-21 13:00:00-05:00,Minnesota Vikings,New York Giants,-3.0,-105,3.0,-115,43.5,-110,-110,-155,130,DraftKings,DraftKings,DraftKings
2025-12-21 13:00:00-05:00,New York Jets,New Orleans Saints,4.5,-110,-4.5,-110,40.5,-110,-110,190,-230,DraftKings,DraftKings,DraftKings
2025-12-21 16:05:00-05:00,Atlanta Falcons,Arizona Cardinals,-3.0,-105,3.0,-115,48.5,-105,-115,-155,130,DraftKings,DraftKings,DraftKings
2025-12-21 16:05:00-05:00,Jacksonville Jaguars,Denver Broncos,3.0,-115,-3.0,-105,46.5,-115,-105,136,-162,DraftKings,DraftKings,DraftKings
2025-12-21 16:25:00-05:00,Pittsburgh Steelers,Detroit Lions,7.0,-105,-7.0,-115,51.5,-115,-105,260,-325,DraftKings,DraftKings,DraftKings
2025-12-21 16:25:00-05:00,Las Vegas Raiders,Houston Texans,14.5,-110,-14.5,-110,37.5,-112,-108,750,-1200,DraftKings,DraftKings,DraftKings
2025-12-21 20:20:00-05:00,New England Patriots,Baltimore Ravens,3.0,-115,-3.0,-105,48.5,-105,-115,136,-162,DraftKings,DraftKings,DraftKings
2025-12-22 20:15:00-05:00,San Francisco 49ers,Indianapolis Colts,-6.0,-112,6.0,-108,46.5,-102,-118,-305,245,DraftKings,DraftKings,DraftKings
